"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Clinical characteristics and outcomes of WTC-associated Sarcoidosis","NIOSH","8977287","7/10/2015 12:00:00 AM","PAR-12-126","1U01OH010993-01","1","U01","OH","010993","01"," ","KUBALE, TRAVIS","7/1/2015 12:00:00 AM","9/9/2015 12:00:00 AM","ZOH1-NXT(52)"," ","2073224","ALDRICH, THOMAS K.","Not Applicable","14","INTERNAL MEDICINE/MEDICINE","110521739","US","40.851026","-73.844361","9433501","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","SCHOOLS OF MEDICINE","104611900","UNITED STATES","N","7/1/2015 12:00:00 AM","9/9/2015 12:00:00 AM","262","Non-SBIR/STTR","2015","6932"," ","NIOSH","6932","0"," ","6932",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","9117139","7/30/2015 12:00:00 AM","PAR-11-022","3U54OH010170-04S1","3","U54","OH","010170","04","S","DEARWENT, STEVE","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2014 12:00:00 AM","9/29/2015 12:00:00 AM","262","Research Centers","2013","498325"," ","NIOSH","349564","148761"," ","498325",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","9341985","8/7/2017 12:00:00 AM","PAR-15-353","5U54OH010170-07","5","U54","OH","010170","07"," ","DEARWENT, STEVE","9/30/2016 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-DYB(05)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2017 12:00:00 AM","9/29/2018 12:00:00 AM","262","Research Centers","2017","1251683"," ","NIOSH","942300","309383"," ","1251683",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8867886","6/25/2015 12:00:00 AM","PAR-11-022","5U54OH010170-05","5","U54","OH","010170","05"," ","DEARWENT, STEVE","9/30/2011 12:00:00 AM","6/30/2017 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2015 12:00:00 AM","6/30/2017 12:00:00 AM","262","Research Centers","2015","1640331"," ","NIOSH","1596351","541135"," ","1640331",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8535165","8/8/2013 12:00:00 AM","PAR-11-022","5U54OH010170-03","5","U54","OH","010170","03"," ","ROBISON, WILLIAM","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2013 12:00:00 AM","9/29/2014 12:00:00 AM","262","Research Centers","2013","1196320"," ","NIOSH","1235699","395275"," ","1196320",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8718816","6/10/2014 12:00:00 AM","PAR-11-022","5U54OH010170-04","5","U54","OH","010170","04"," ","DEARWENT, STEVE","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2014 12:00:00 AM","9/29/2015 12:00:00 AM","262","Research Centers","2014","1704534"," ","NIOSH","1292805","411729"," ","1704534",
"No NIH Category available"," ","UMASH: Assessing and Preventing Occupational Injuries in Animal Agriculture ","NIOSH","9402813","8/18/2017 12:00:00 AM","PAR-15-353","3U54OH010170-07S1","3","U54","OH","010170","07","S","DEARWENT, STEVE","9/30/2011 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-EHG(01)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","PUBLIC HEALTH & PREV MEDICINE","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF PUBLIC HEALTH","554552070","UNITED STATES","N","9/30/2017 12:00:00 AM","9/29/2018 12:00:00 AM","262","Research Centers","2017","603594"," ","NIOSH","408020","195574"," ","603594",
"No NIH Category available"," ","UMASH: Assessing and Preventing Occupational Injuries in Animal Agriculture","NIOSH","9540738","8/6/2018 12:00:00 AM","PAR-15-353","5U54OH010170-08","5","U54","OH","010170","08"," ","DEARWENT, STEVE","9/30/2016 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-EHG(01)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","PUBLIC HEALTH & PREV MEDICINE","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF PUBLIC HEALTH","554552070","UNITED STATES","N","9/30/2018 12:00:00 AM","9/29/2019 12:00:00 AM","262","Research Centers","2018","1821521"," ","NIOSH"," "," "," ","1821521",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","9761920","6/3/2019 12:00:00 AM","PAR-15-353","5U54OH010170-09","5","U54","OH","010170","09"," "," ","9/30/2016 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-EHG(01)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","PUBLIC HEALTH & PREV MEDICINE","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF PUBLIC HEALTH","554552070","UNITED STATES","N","9/30/2019 12:00:00 AM","9/29/2020 12:00:00 AM","262","Research Centers","2019","1819761"," ","NIOSH"," "," "," ","1819761",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8519649","8/24/2012 12:00:00 AM","PAR-11-022","3U54OH010170-02S1","3","U54","OH","010170","02","S","ROBISON, WILLIAM","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2012 12:00:00 AM","9/29/2013 12:00:00 AM","262","Research Centers","2012","36549"," ","NIOSH","26025","10524"," ","36549",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8838939","5/27/2014 12:00:00 AM","PAR-11-022","3U54OH010170-03S1","3","U54","OH","010170","03","S","ROBISON, WILLIAM","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2013 12:00:00 AM","9/29/2014 12:00:00 AM","262","Research Centers","2014","77601"," ","NIOSH","57731","19870"," ","77601",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8332653","8/22/2012 12:00:00 AM","PAR-11-022","5U54OH010170-02","5","U54","OH","010170","02"," ","ROBISON, WILLIAM","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2012 12:00:00 AM","9/29/2013 12:00:00 AM","262","Research Centers","2012","1696273"," ","NIOSH","1491911","488341"," ","1696273",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","9198111","8/31/2016 12:00:00 AM","PAR-15-353","2U54OH010170-06","2","U54","OH","010170","06"," ","DEARWENT, STEVE","9/30/2016 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-DYB(05)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2016 12:00:00 AM","9/29/2017 12:00:00 AM","262","Research Centers","2016","1276081"," ","NIOSH","925453","350628"," ","1276081",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","9415618","1/24/2017 12:00:00 AM","PAR-15-353","3U54OH010170-06S1","3","U54","OH","010170","06","S","DEARWENT, STEVE","9/30/2016 12:00:00 AM","9/29/2021 12:00:00 AM","ZOH1-DYB(05)"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2016 12:00:00 AM","9/29/2017 12:00:00 AM","262","Research Centers","2015","207698"," ","NIOSH","156345","51353"," ","207698",
"No NIH Category available"," ","Upper Midwest Agricultural Safety and Health Center","NIOSH","8219900","9/13/2011 12:00:00 AM","PAR-11-022","1U54OH010170-01","1","U54","OH","010170","01"," ","ROBISON, WILLIAM","9/30/2011 12:00:00 AM","9/29/2016 12:00:00 AM","ZOH1-EEO(51)R"," ","6303288","ALEXANDER, BRUCE H.","Not Applicable","05","Unavailable","555917996","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","Domestic Higher Education","554552070","UNITED STATES","N","9/30/2011 12:00:00 AM","9/29/2012 12:00:00 AM","262","Research Centers","2011","1625200"," ","NIOSH"," "," "," ","1625200",
"No NIH Category available"," ","NIOSH Training Project Grant (TPG): Industrial Hygiene University of Toledo","NIOSH","9522814","6/21/2018 12:00:00 AM","PAR-10-288","5T03OH008605-13","5","T03","OH","008605","13"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","14980928","AMES, APRIL ","Not Applicable","09","PUBLIC HEALTH & PREV MEDICINE","807418939","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","957","Other","2018","71929"," ","NIOSH"," "," "," ","71929",
"No NIH Category available"," ","NIOSH Training Project Grant (TPG): Industrial Hygiene - University of Toledo","NIOSH","10224607","5/11/2021 12:00:00 AM","PAR-15-352","5T03OH008605-16","5","T03","OH","008605","16"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(01)"," ","14980928","AMES, APRIL ","Not Applicable","09","PUBLIC HEALTH & PREV MEDICINE","807418939","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","262","Other","2021","86963"," ","NIOSH"," "," "," ","86963",
"No NIH Category available"," ","NIOSH Training Project Grant (TPG): Industrial Hygiene - University of Toledo","NIOSH","10046517","7/23/2020 12:00:00 AM","PAR-15-352","2T03OH008605-15","2","T03","OH","008605","15"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(01)"," ","14980928","AMES, APRIL ","Not Applicable","09","PUBLIC HEALTH & PREV MEDICINE","807418939","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2020","86963"," ","NIOSH"," "," "," ","86963",
"No NIH Category available"," ","NIOSH Training Project Grant (TPG): Industrial Hygiene University of Toledo","NIOSH","9732381","4/26/2019 12:00:00 AM","PAR-10-288","5T03OH008605-14","5","T03","OH","008605","14"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","14980928","AMES, APRIL ","Not Applicable","09","PUBLIC HEALTH & PREV MEDICINE","807418939","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","71951"," ","NIOSH"," "," "," ","71951",
"No NIH Category available"," ","NIOSH Training Project Grant (TPG): Industrial Hygiene University of Toledo","NIOSH","9650494","2/7/2018 12:00:00 AM","PAR-10-288","6T03OH008605-12M001","6","T03","OH","008605","12","M00","MAPLES, ELIZABETH","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","14980928","AMES, APRIL ","Not Applicable","09","PUBLIC HEALTH & PREV MEDICINE","807418939","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","957","Other","2018","71951"," "," "," "," "," "," ",
"No NIH Category available"," ","Wisconsin Occupational Safety and Health Surveillance Program","NIOSH","7647982","6/12/2009 12:00:00 AM","PAR-04-106","5U60OH008484-05","5","U60","OH","008484","05"," ","FREDERICK, LINDA J","7/1/2008 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-SBO(50)R"," ","1958438","ANDERSON, HENRY A","Not Applicable","02","Unavailable","036448835","US","43.072464","-89.381294","9332801","WISCONSIN DEPARTMENT OF HEALTH SERVICES","MADISON","WI","Other Domestic Non-Profits","537033445","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","262","Other","2009","99000"," ","NIOSH"," "," "," ","99000",
"No NIH Category available"," ","Wisconsin Occupational Safety and Health Surveillance Program","NIOSH","7484361","6/26/2008 12:00:00 AM","PAR-04-106","2U60OH008484-04","2","U60","OH","008484","04"," ","FREDERICK, LINDA J","7/1/2008 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-SBO(50)R"," ","1958438","ANDERSON, HENRY A","Not Applicable","02","Unavailable","036448835","US","43.072464","-89.381294","9332801","WISCONSIN DEPARTMENT OF HEALTH SERVICES","MADISON","WI","Other Domestic Non-Profits","537033445","UNITED STATES","N","7/1/2008 12:00:00 AM","6/30/2009 12:00:00 AM","262","Other","2008","99000"," ","NIOSH"," "," "," ","99000",
"No NIH Category available"," ","Wisconsin Fundamental-Plus Occupational Health Surveillance Project","NIOSH","8926033","8/31/2015 12:00:00 AM","PAR-14-275","1U60OH010898-01","1","U60","OH","010898","01"," ","INSERRA, STEVE","7/1/2015 12:00:00 AM","6/30/2017 12:00:00 AM","ZOH1-GGB(52)"," ","1958438","ANDERSON, HENRY A","Not Applicable","02","Unavailable","036448835","US","43.072464","-89.381294","9332801","WISCONSIN DEPARTMENT OF HEALTH SERVICES","MADISON","WI","Other Domestic Non-Profits","537033445","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2015","150000"," ","NIOSH","145358","4642"," ","150000",
"No NIH Category available"," ","Development of a Real-time Inhalable Particle Spectrometer","NIOSH","9124667","8/16/2016 12:00:00 AM","PAR-13-245","5K01OH010763-02","5","K01","OH","010763","02"," ","DEARWENT, STEVE","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","11523028","ANDERSON, KIMBERLY ROSE","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Other Research-Related","2016","108000"," ","NIOSH","100000","8000"," ","108000",
"No NIH Category available"," ","Development of a Real-time Inhalable Particle Spectrometer","NIOSH","9474718","8/18/2017 12:00:00 AM","PAR-13-245","3K01OH010763-03S1","3","K01","OH","010763","03","S","DEARWENT, STEVE","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","11523028","ANDERSON, KIMBERLY ROSE","Not Applicable","20","Unavailable"," ","US","42.666488","-73.798445","5992601","STATE UNIVERSITY OF NEW YORK","ALBANY","NY","Domestic Higher Education","122460001","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Other Research-Related","2015","10645"," ","NIOSH","10645"," "," ","10645",
"No NIH Category available"," ","Development of a Real-time Inhalable Particle Spectrometer","NIOSH","8968078","8/10/2015 12:00:00 AM","PAR-13-245","1K01OH010763-01A1","1","K01","OH","010763","01","A","DEARWENT, STEVE","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","11523028","ANDERSON, KIMBERLY ROSE","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2016 12:00:00 AM","262","Other Research-Related","2015","108000"," ","NIOSH","100000","8000"," ","108000",
"No NIH Category available"," ","Development of a Real-time Inhalable Particle Spectrometer","NIOSH","9456235","4/18/2017 12:00:00 AM","PAR-13-245","7K01OH010763-03","7","K01","OH","010763","03"," ","DEARWENT, STEVE","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","11523028","ANDERSON, KIMBERLY ROSE","Not Applicable","20","Unavailable"," ","US","42.666488","-73.798445","5992601","STATE UNIVERSITY OF NEW YORK","ALBANY","NY","Domestic Higher Education","122460001","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Other Research-Related","2016","108000"," ","NIOSH","100524","7476"," ","108000",
"No NIH Category available"," ","Development of a Real-time Inhalable Particle Spectrometer","NIOSH","9333976","4/28/2017 12:00:00 AM","PAR-13-245","5K01OH010763-04","5","K01","OH","010763","04"," ","DEARWENT, STEVE","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","11523028","ANDERSON, KIMBERLY ROSE","Not Applicable","20","Unavailable"," ","US","42.666488","-73.798445","5992601","STATE UNIVERSITY OF NEW YORK","ALBANY","NY","Domestic Higher Education","122460001","UNITED STATES","N","9/1/2017 12:00:00 AM","8/31/2018 12:00:00 AM","262","Other Research-Related","2017","108000"," ","NIOSH","100000","8000"," ","108000",
"No NIH Category available"," ","Oregon Healthy Workforce Center","NIOSH","8851162","9/5/2014 12:00:00 AM","RFA-OH-14-003","2U19OH010154-04","2","U19","OH","010154","04"," ","LIOCE, MARIA","9/1/2011 12:00:00 AM","8/31/2016 12:00:00 AM","ZOH1-JFK(51)"," ","1880754","ANGER, WYNDHAM KENT","Not Applicable","03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","OVERALL MEDICAL","972393098","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","1176972"," ","NIOSH","798504","378468"," ","1176972",
"No NIH Category available"," ","Oregon Healthy Workforce Center","NIOSH","9218210","2/6/2016 12:00:00 AM","RFA-OH-14-003","3U19OH010154-04S1","3","U19","OH","010154","04","S","LIOCE, MARIA","9/1/2011 12:00:00 AM","8/31/2016 12:00:00 AM","ZOH1-JFK(51)"," ","1880754","ANGER, WYNDHAM KENT","Not Applicable","03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","OVERALL MEDICAL","972393098","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2013","199298"," ","NIOSH","199298"," "," ","199298",
"No NIH Category available"," ","Oregon Healthy WorkLife Center","NIOSH","8216167","9/1/2011 12:00:00 AM","RFA-OH-11-001","1U19OH010154-01","1","U19","OH","010154","01"," ","SANDERSON, LEE M","9/1/2011 12:00:00 AM","8/31/2014 12:00:00 AM","ZOH1-GGB(52)R"," ","1880754","ANGER, WYNDHAM KENT","Not Applicable","03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","OVERALL MEDICAL","972393098","UNITED STATES","N","9/1/2011 12:00:00 AM","8/31/2012 12:00:00 AM","262","Non-SBIR/STTR","2011","1023224"," ","NIOSH"," "," "," ","1023224",
"No NIH Category available"," ","Oregon Healthy Workforce Center","NIOSH","9761918","6/18/2019 12:00:00 AM","PAR-15-361","5U19OH010154-09","5","U19","OH","010154","09"," "," ","9/1/2016 12:00:00 AM","8/31/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1880754","ANGER, WYNDHAM KENT","Not Applicable","03","NEUROSCIENCES","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","OVERALL MEDICAL","972393098","UNITED STATES","N","9/1/2019 12:00:00 AM","8/31/2020 12:00:00 AM","262","Non-SBIR/STTR","2019","903118"," ","NIOSH"," "," "," ","903118",
